Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Borough,Sub_Industry,Adjacency,Language,Industry_Stakeholder,Cuisine,Beverage_Type,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query,NYC_Canonical,Added_In_Version
1424,French Cuisine,nouvelle,Mennell,Stephen,All Manners of Food: Eating and Taste in England and France from Middle Ages to Present,1985,Blackwell,BOOK,none,spanning,Europe,none,none,none,en,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mennell+All+Manners+of+Food%3A+Eating+and+Taste+in+England+and+France+from+Middle+Ages+to+Present,https://archive.org/search?query=Mennell+All+Manners+of+Food%3A+Eating+and+Taste+in+England+and+France+from+Middle+Ages+to+Present,,Mennell All Manners of Food: Eating and Taste in England and France from Middle Ages to Present,False,v3v4
1425,French Cuisine,child,Child,Julia,Mastering the Art of French Cooking,1961,Knopf,BOOK,none,1945_1980,US,none,none,none,en,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Child+Mastering+the+Art+of+French+Cooking,https://archive.org/search?query=Child+Mastering+the+Art+of+French+Cooking,,Child Mastering the Art of French Cooking,False,v3v4
1426,French Cuisine,child_tv,Polan,Dana,Julia Child's The French Chef,2011,Duke UP,BOOK,none,1945_1980,US,none,none,none,en,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Polan+Julia+Child%27s+The+French+Chef,https://archive.org/search?query=Polan+Julia+Child%27s+The+French+Chef,,Polan Julia Child's The French Chef,False,v3v4
1427,French Cuisine,ducasse,Ducasse,Alain,Grand Livre de Cuisine,2005,Ducasse Edition,BOOK,none,1980_2010,Europe,none,none,none,fr,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Ducasse+Grand+Livre+de+Cuisine,https://archive.org/search?query=Ducasse+Grand+Livre+de+Cuisine,,Ducasse Grand Livre de Cuisine,False,v3v4
1428,French Cuisine,pic,Pic,Anne-Sophie,Anne-Sophie Pic Restaurant History,2022,Culinary archive,REPORT,none,2020_present,Europe,none,none,none,en,academic,french,none,LOW,NEEDED,,https://annas-archive.org/search?q=Pic+Anne-Sophie+Pic+Restaurant+History,https://archive.org/search?query=Pic+Anne-Sophie+Pic+Restaurant+History,,Pic Anne-Sophie Pic Restaurant History,False,v3v4
1429,French Cuisine,nouvelle_ref,Gopnik,Adam,The Table Comes First: Family France and the Meaning of Food,2011,Knopf,BOOK,none,2010_2020,Europe,none,none,none,en,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Gopnik+The+Table+Comes+First%3A+Family+France+and+the+Meaning+of+Food,https://archive.org/search?query=Gopnik+The+Table+Comes+First%3A+Family+France+and+the+Meaning+of+Food,,Gopnik The Table Comes First: Family France and the Meaning of Food,False,v3v4
1430,French Cuisine,boucher,Trubek,Amy,Haute Cuisine: How the French Invented the Culinary Profession,2000,U Pennsylvania Press,BOOK,none,spanning,Europe,none,none,none,en,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Trubek+Haute+Cuisine%3A+How+the+French+Invented+the+Culinary+Profession,https://archive.org/search?query=Trubek+Haute+Cuisine%3A+How+the+French+Invented+the+Culinary+Profession,,Trubek Haute Cuisine: How the French Invented the Culinary Profession,False,v3v4
1431,French Cuisine,hotels,Parkhurst,Priscilla,Paris Fine Dining: 20c Trajectory,2010,French Historical Studies,ARTICLE,none,1900_1945,Europe,none,none,none,en,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Parkhurst+Paris+Fine+Dining%3A+20c+Trajectory,https://archive.org/search?query=Parkhurst+Paris+Fine+Dining%3A+20c+Trajectory,,Parkhurst Paris Fine Dining: 20c Trajectory,False,v3v4
1432,French Cuisine,cookbook,Scappi,Bartolomeo,Opera (16c Italian cookbook),1570,Tramezzino,BOOK,none,pre1900,Europe,none,none,none,it,academic,italian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Scappi+Opera+%2816c+Italian+cookbook%29,https://archive.org/search?query=Scappi+Opera+%2816c+Italian+cookbook%29,,Scappi Opera (16c Italian cookbook),False,v3v4
1433,French Cuisine,ancient,Apicius,,De Re Coquinaria (Roman cookbook),400,Classical,BOOK,none,pre1900,Europe,none,none,none,other,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Apicius+De+Re+Coquinaria+%28Roman+cookbook%29,https://archive.org/search?query=Apicius+De+Re+Coquinaria+%28Roman+cookbook%29,,Apicius De Re Coquinaria (Roman cookbook),False,v3v4
1434,French Cuisine,new_nordic,Meyer,Claus,Noma: Time and Place in Nordic Cuisine,2010,Phaidon,BOOK,none,2010_2020,Europe,none,none,none,en,academic,nordic,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Meyer+Noma%3A+Time+and+Place+in+Nordic+Cuisine,https://archive.org/search?query=Meyer+Noma%3A+Time+and+Place+in+Nordic+Cuisine,,Meyer Noma: Time and Place in Nordic Cuisine,False,v3v4
1435,Italian Food,parasecoli,Parasecoli,Fabio,Al Dente: A History of Food in Italy,2014,Reaktion,BOOK,none,spanning,Europe,none,none,none,en,academic,italian,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Parasecoli+Al+Dente%3A+A+History+of+Food+in+Italy,https://archive.org/search?query=Parasecoli+Al+Dente%3A+A+History+of+Food+in+Italy,,Parasecoli Al Dente: A History of Food in Italy,False,v3v4
1436,Italian Food,petrini,Petrini,Carlo,Slow Food Nation: Why Our Food Should Be Good Clean and Fair,2007,Rizzoli,BOOK,none,1980_2010,Europe,none,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Petrini+Slow+Food+Nation%3A+Why+Our+Food+Should+Be+Good+Clean+and+Fair,https://archive.org/search?query=Petrini+Slow+Food+Nation%3A+Why+Our+Food+Should+Be+Good+Clean+and+Fair,,Petrini Slow Food Nation: Why Our Food Should Be Good Clean and Fair,False,v3v4
1437,Italian Food,marchesi,Marchesi,Gualtiero,Italian Nouvelle Cuisine Legacy,1980,Various,BOOK,none,1945_1980,Europe,none,none,none,it,academic,italian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Marchesi+Italian+Nouvelle+Cuisine+Legacy,https://archive.org/search?query=Marchesi+Italian+Nouvelle+Cuisine+Legacy,,Marchesi Italian Nouvelle Cuisine Legacy,False,v3v4
1438,Italian Food,pasta_hist,Serventi,Silvano,Pasta: The Story of a Universal Food,2002,Columbia UP,BOOK,none,spanning,Global,none,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Serventi+Pasta%3A+The+Story+of+a+Universal+Food,https://archive.org/search?query=Serventi+Pasta%3A+The+Story+of+a+Universal+Food,,Serventi Pasta: The Story of a Universal Food,False,v3v4
1439,Italian Food,pizza_global,Helstosky,Carol,Pizza: A Global History,2008,Reaktion,BOOK,none,spanning,Global,none,pizza,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Helstosky+Pizza%3A+A+Global+History,https://archive.org/search?query=Helstosky+Pizza%3A+A+Global+History,,Helstosky Pizza: A Global History,False,v3v4
1440,Italian Food,mozzarella,Parasecoli,Fabio,Mozzarella and Italian PDO,2017,J Food Culture,ARTICLE,none,2010_2020,Europe,none,none,none,en,academic,italian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Parasecoli+Mozzarella+and+Italian+PDO,https://archive.org/search?query=Parasecoli+Mozzarella+and+Italian+PDO,,Parasecoli Mozzarella and Italian PDO,False,v3v4
1441,Italian Food,parmigiano,Parmigiano,,Parmigiano Reggiano Consortium Industry Report,2024,Consortium,REPORT,dairy,2020_present,Europe,none,none,none,it,producer,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Parmigiano+Parmigiano+Reggiano+Consortium+Industry+Report,https://archive.org/search?query=Parmigiano+Parmigiano+Reggiano+Consortium+Industry+Report,,Parmigiano Parmigiano Reggiano Consortium Industry Report,False,v3v4
1442,Italian Food,italy_ag,ISMEA,,ISMEA Italian Food Sector Data,2024,ISMEA,DATASET_DOC,none,2020_present,Europe,none,none,none,it,regulator,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=ISMEA+ISMEA+Italian+Food+Sector+Data,https://archive.org/search?query=ISMEA+ISMEA+Italian+Food+Sector+Data,,ISMEA ISMEA Italian Food Sector Data,False,v3v4
1443,Italian Food,olive_ital,OlivaliaItaly,,Italian Olive Oil Industry Report,2024,Italia Olivicola,REPORT,oils,2020_present,Europe,none,none,none,en,producer,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=OlivaliaItaly+Italian+Olive+Oil+Industry+Report,https://archive.org/search?query=OlivaliaItaly+Italian+Olive+Oil+Industry+Report,,OlivaliaItaly Italian Olive Oil Industry Report,False,v3v4
1444,Italian Food,slow_food_us,Slow Food,,Slow Food USA and Italian Influence,2024,Slow Food,REPORT,none,2020_present,Global,none,none,none,en,NGO,italian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Slow+Food+Slow+Food+USA+and+Italian+Influence,https://archive.org/search?query=Slow+Food+Slow+Food+USA+and+Italian+Influence,,Slow Food Slow Food USA and Italian Influence,False,v3v4
1445,Italian Food,wine_italy,Wine Industry,,Italian DOC/DOCG Wine Appellation Economics,2023,Vinitaly,REPORT,none,2020_present,Europe,none,none,none,en,producer,italian,wine,HIGH,NEEDED,,https://annas-archive.org/search?q=Wine+Industry+Italian+DOC%2FDOCG+Wine+Appellation+Economics,https://archive.org/search?query=Wine+Industry+Italian+DOC%2FDOCG+Wine+Appellation+Economics,,Wine Industry Italian DOC/DOCG Wine Appellation Economics,False,v3v4
1446,Italian Food,barilla,Barilla,,Barilla Group Pasta Industry,2024,Barilla,GOV_DOC,none,2020_present,Europe,none,none,none,en,processor,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Barilla+Barilla+Group+Pasta+Industry,https://archive.org/search?query=Barilla+Barilla+Group+Pasta+Industry,,Barilla Barilla Group Pasta Industry,False,v3v4
1447,Italian Food,prosciutto,Parma,,Prosciutto di Parma Consortium Report,2024,Consortium,REPORT,none,2020_present,Europe,none,none,none,en,producer,italian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Parma+Prosciutto+di+Parma+Consortium+Report,https://archive.org/search?query=Parma+Prosciutto+di+Parma+Consortium+Report,,Parma Prosciutto di Parma Consortium Report,False,v3v4
1448,Italian Food,culatello,Culatello,,Culatello PDO Specification,2023,Italian,REPORT,none,2020_present,Europe,none,none,none,it,academic,italian,none,LOW,NEEDED,,https://annas-archive.org/search?q=Culatello+Culatello+PDO+Specification,https://archive.org/search?query=Culatello+Culatello+PDO+Specification,,Culatello Culatello PDO Specification,False,v3v4
1449,Italian Food,mariani_ital,Mariani,John,How Italian Food Conquered the World,2011,Palgrave,BOOK,none,spanning,US_Global,none,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mariani+How+Italian+Food+Conquered+the+World,https://archive.org/search?query=Mariani+How+Italian+Food+Conquered+the+World,,Mariani How Italian Food Conquered the World,False,v3v4
1450,Chinese Food,anderson,Anderson,E.N.,The Food of China,1988,Yale UP,BOOK,none,spanning,Asia,none,none,none,en,academic,chinese,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Anderson+The+Food+of+China,https://archive.org/search?query=Anderson+The+Food+of+China,,Anderson The Food of China,False,v3v4
1451,Chinese Food,sabban,Sabban,Françoise,Chinese Alimentary Culture in Global History,2014,Annales,ARTICLE,none,spanning,Asia,none,none,none,fr,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Sabban+Chinese+Alimentary+Culture+in+Global+History,https://archive.org/search?query=Sabban+Chinese+Alimentary+Culture+in+Global+History,,Sabban Chinese Alimentary Culture in Global History,False,v3v4
1452,Chinese Food,farquhar,Farquhar,Judith,Appetites: Food and Sex in Post-socialist China,2002,Duke UP,BOOK,none,1980_2010,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Farquhar+Appetites%3A+Food+and+Sex+in+Post-socialist+China,https://archive.org/search?query=Farquhar+Appetites%3A+Food+and+Sex+in+Post-socialist+China,,Farquhar Appetites: Food and Sex in Post-socialist China,False,v3v4
1453,Chinese Food,dunlop,Dunlop,Fuchsia,The Food of Sichuan,2019,Norton,BOOK,none,2020_present,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Dunlop+The+Food+of+Sichuan,https://archive.org/search?query=Dunlop+The+Food+of+Sichuan,,Dunlop The Food of Sichuan,False,v3v4
1454,Chinese Food,dunlop2,Dunlop,Fuchsia,Land of Fish and Rice: Recipes from the Culinary Heart of China,2016,Norton,BOOK,none,2010_2020,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Dunlop+Land+of+Fish+and+Rice%3A+Recipes+from+the+Culinary+Heart+of+China,https://archive.org/search?query=Dunlop+Land+of+Fish+and+Rice%3A+Recipes+from+the+Culinary+Heart+of+China,,Dunlop Land of Fish and Rice: Recipes from the Culinary Heart of China,False,v3v4
1455,Chinese Food,chang,Chang,K.C.,Food in Chinese Culture: Anthropological and Historical Perspectives,1977,Yale UP,BOOK,none,spanning,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Chang+Food+in+Chinese+Culture%3A+Anthropological+and+Historical+Perspectives,https://archive.org/search?query=Chang+Food+in+Chinese+Culture%3A+Anthropological+and+Historical+Perspectives,,Chang Food in Chinese Culture: Anthropological and Historical Perspectives,False,v3v4
1456,Chinese Food,imperial,Knechtges,David,A Literary Feast: Food in Early Chinese Literature,1986,American Oriental Society,BOOK,none,pre1900,Asia,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Knechtges+A+Literary+Feast%3A+Food+in+Early+Chinese+Literature,https://archive.org/search?query=Knechtges+A+Literary+Feast%3A+Food+in+Early+Chinese+Literature,,Knechtges A Literary Feast: Food in Early Chinese Literature,False,v3v4
1457,Chinese Food,banquet,Yu,Ying-Shih,Han Chinese Banquet Culture,1977,in Food in Chinese Culture,CHAPTER,none,pre1900,Asia,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Yu+Han+Chinese+Banquet+Culture,https://archive.org/search?query=Yu+Han+Chinese+Banquet+Culture,,Yu Han Chinese Banquet Culture,False,v3v4
1458,Chinese Food,cr,Schmalzer,Sigrid,Red Revolution Green Revolution: Scientific Farming in Socialist China,2016,U Chicago Press,BOOK,none,1945_1980,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Schmalzer+Red+Revolution+Green+Revolution%3A+Scientific+Farming+in+Socialist+China,https://archive.org/search?query=Schmalzer+Red+Revolution+Green+Revolution%3A+Scientific+Farming+in+Socialist+China,,Schmalzer Red Revolution Green Revolution: Scientific Farming in Socialist China,False,v3v4
1459,Chinese Food,famine,Dikotter,Frank,Mao's Great Famine,2010,Walker,BOOK,none,1945_1980,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Dikotter+Mao%27s+Great+Famine,https://archive.org/search?query=Dikotter+Mao%27s+Great+Famine,,Dikotter Mao's Great Famine,False,v3v4
1460,Chinese Food,tea_china,Rappaport,Erika,A Thirst for Empire: How Tea Shaped the Modern World,2017,Princeton UP,BOOK,none,spanning,Asia,none,none,none,en,academic,none,tea,HIGH,NEEDED,,https://annas-archive.org/search?q=Rappaport+A+Thirst+for+Empire%3A+How+Tea+Shaped+the+Modern+World,https://archive.org/search?query=Rappaport+A+Thirst+for+Empire%3A+How+Tea+Shaped+the+Modern+World,,Rappaport A Thirst for Empire: How Tea Shaped the Modern World,False,v3v4
1461,Chinese Food,rice_china,Bray,Francesca,The Rice Economies: Technology and Development in Asian Societies,1986,Blackwell,BOOK,cereals,spanning,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Bray+The+Rice+Economies%3A+Technology+and+Development+in+Asian+Societies,https://archive.org/search?query=Bray+The+Rice+Economies%3A+Technology+and+Development+in+Asian+Societies,,Bray The Rice Economies: Technology and Development in Asian Societies,False,v3v4
1462,Chinese Food,chopsuey,Chen,Yong,Chop Suey USA: The Story of Chinese Food in America,2014,Columbia UP,BOOK,none,spanning,US,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Chen+Chop+Suey+USA%3A+The+Story+of+Chinese+Food+in+America,https://archive.org/search?query=Chen+Chop+Suey+USA%3A+The+Story+of+Chinese+Food+in+America,,Chen Chop Suey USA: The Story of Chinese Food in America,False,v3v4
1463,Chinese Food,xiaochi,Xu,Wenying,Eating Identities: Reading Food in Asian American Literature,2008,U Hawaii Press,BOOK,none,spanning,US,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Xu+Eating+Identities%3A+Reading+Food+in+Asian+American+Literature,https://archive.org/search?query=Xu+Eating+Identities%3A+Reading+Food+in+Asian+American+Literature,,Xu Eating Identities: Reading Food in Asian American Literature,False,v3v4
1464,Chinese Food,regional,Anderson,E.N.,The Food of Southern China,1988,in Food of China,CHAPTER,none,spanning,Asia,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Anderson+The+Food+of+Southern+China,https://archive.org/search?query=Anderson+The+Food+of+Southern+China,,Anderson The Food of Southern China,False,v3v4
1465,Chinese Food,china_modern,Jakes,Aaron,Modern China Food Industry,2021,Harvard Asia,ARTICLE,none,2020_present,Asia,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Jakes+Modern+China+Food+Industry,https://archive.org/search?query=Jakes+Modern+China+Food+Industry,,Jakes Modern China Food Industry,False,v3v4
1466,Chinese Food,china_wto,Huang,Jikun,China Agricultural Policy After WTO,2016,China Economic Review,ARTICLE,none,2010_2020,Asia,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Huang+China+Agricultural+Policy+After+WTO,https://archive.org/search?query=Huang+China+Agricultural+Policy+After+WTO,,Huang China Agricultural Policy After WTO,False,v3v4
1467,Chinese Food,china_ag,Rozelle,Scott,Invisible China: How the Urban-Rural Divide Threatens China's Rise,2020,U Chicago Press,BOOK,none,2020_present,Asia,none,none,none,en,academic,chinese,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Rozelle+Invisible+China%3A+How+the+Urban-Rural+Divide+Threatens+China%27s+Rise,https://archive.org/search?query=Rozelle+Invisible+China%3A+How+the+Urban-Rural+Divide+Threatens+China%27s+Rise,,Rozelle Invisible China: How the Urban-Rural Divide Threatens China's Rise,False,v3v4
1468,Chinese Food,pork_china,Schneider,Mindi,Pig Industry China 2024,2024,J Peasant Studies,ARTICLE,meat,2020_present,Asia,none,none,none,en,academic,chinese,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Schneider+Pig+Industry+China+2024,https://archive.org/search?query=Schneider+Pig+Industry+China+2024,,Schneider Pig Industry China 2024,False,v3v4
