Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query
692,Food Ag Labor,restaurant_labor,Rosen,Sherwin,The Economics of the Tipped Wage,1991,J Labor Economics,ARTICLE,none,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Rosen+The+Economics+of+the+Tipped+Wage,https://archive.org/search?query=Rosen+The+Economics+of+the+Tipped+Wage,,Rosen The Economics of the Tipped Wage
693,Food Ag Labor,restaurant_labor,Dube,Arindrajit,Minimum Wages and the Distribution of Family Incomes,2019,American Economic Journal,ARTICLE,none,2010_2020,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Dube+Minimum+Wages+and+the+Distribution+of+Family+Incomes,https://archive.org/search?query=Dube+Minimum+Wages+and+the+Distribution+of+Family+Incomes,,Dube Minimum Wages and the Distribution of Family Incomes
694,Food Ag Labor,h2a_immigration,Martin,Philip L.,The H-2A Program: A 2024 Assessment,2024,RECON,WORKING_PAPER,produce,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Martin+The+H-2A+Program%3A+A+2024+Assessment,https://archive.org/search?query=Martin+The+H-2A+Program%3A+A+2024+Assessment,,Martin The H-2A Program: A 2024 Assessment
695,Food Ag Labor,h2a_immigration,Charlton,Diane,The Economic Effects of an Aging Farm Labor Supply,2021,AJAE,ARTICLE,produce,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Charlton+The+Economic+Effects+of+an+Aging+Farm+Labor+Supply,https://archive.org/search?query=Charlton+The+Economic+Effects+of+an+Aging+Farm+Labor+Supply,,Charlton The Economic Effects of an Aging Farm Labor Supply
696,Food Ag Labor,h2a_immigration,USDOL,,H-2A Adverse Effect Wage Rates (AEWR) 2024,2024,US Dept of Labor,DATASET_DOC,produce,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=USDOL+H-2A+Adverse+Effect+Wage+Rates+%28AEWR%29+2024,https://archive.org/search?query=USDOL+H-2A+Adverse+Effect+Wage+Rates+%28AEWR%29+2024,https://www.dol.gov/agencies/eta/foreign-labor/wages,USDOL H-2A Adverse Effect Wage Rates (AEWR) 2024
697,Food Ag Labor,slavery_plantation,Beckert,Sven,Empire of Cotton: A Global History,2014,Knopf,BOOK,multi,pre1900,Colonial,HIGH,NEEDED,,https://annas-archive.org/search?q=Beckert+Empire+of+Cotton%3A+A+Global+History,https://archive.org/search?query=Beckert+Empire+of+Cotton%3A+A+Global+History,,Beckert Empire of Cotton: A Global History
698,Food Ag Labor,slavery_plantation,Rockman,Seth,"Scraping By: Wage Labor, Slavery, and Survival in Early Baltimore",2008,Johns Hopkins,BOOK,none,pre1900,US,LOW,NEEDED,,https://annas-archive.org/search?q=Rockman+Scraping+By%3A+Wage+Labor%2C+Slavery%2C+and+Survival+in+Early+Baltimore,https://archive.org/search?query=Rockman+Scraping+By%3A+Wage+Labor%2C+Slavery%2C+and+Survival+in+Early+Baltimore,,"Rockman Scraping By: Wage Labor, Slavery, and Survival in Early Baltimore"
699,Food Ag Labor,meatpacking_labor,Human Rights Watch,,"Blood, Sweat, and Fear: Workers' Rights in US Meat and Poultry Plants",2004,HRW,REPORT,meat,1980_2010,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Human+Rights+Watch+Blood%2C+Sweat%2C+and+Fear%3A+Workers%27+Rights+in+US+Meat+and+Poultry+Plants,https://archive.org/search?query=Human+Rights+Watch+Blood%2C+Sweat%2C+and+Fear%3A+Workers%27+Rights+in+US+Meat+and+Poultry+Plants,https://www.hrw.org/,"Human Rights Watch Blood, Sweat, and Fear: Workers' Rights in US Meat and Poultry Plants"
700,Food Ag Labor,meatpacking_labor,Ramos,Athena K.,A Mixed-Methods Study of Latino/a Immigrant Meatpacking Workers Under COVID-19,2022,American J Industrial Medicine,ARTICLE,meat,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Ramos+A+Mixed-Methods+Study+of+Latino%2Fa+Immigrant+Meatpacking+Workers+Under+COVID-19,https://archive.org/search?query=Ramos+A+Mixed-Methods+Study+of+Latino%2Fa+Immigrant+Meatpacking+Workers+Under+COVID-19,,Ramos A Mixed-Methods Study of Latino/a Immigrant Meatpacking Workers Under COVID-19
701,Food Ag Labor,farmworker,Rothenberg,Daniel,With These Hands: The Hidden World of Migrant Farmworkers Today,2000,UC Press,BOOK,produce,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Rothenberg+With+These+Hands%3A+The+Hidden+World+of+Migrant+Farmworkers+Today,https://archive.org/search?query=Rothenberg+With+These+Hands%3A+The+Hidden+World+of+Migrant+Farmworkers+Today,,Rothenberg With These Hands: The Hidden World of Migrant Farmworkers Today
702,Food Ag Labor,restaurant_labor,Bernhardt,Annette,"Broken Laws, Unprotected Workers: Violations of Employment and Labor Laws in America's Cities",2009,NELP,REPORT,none,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bernhardt+Broken+Laws%2C+Unprotected+Workers%3A+Violations+of+Employment+and+Labor+Laws+in+America%27s+Cities,https://archive.org/search?query=Bernhardt+Broken+Laws%2C+Unprotected+Workers%3A+Violations+of+Employment+and+Labor+Laws+in+America%27s+Cities,,"Bernhardt Broken Laws, Unprotected Workers: Violations of Employment and Labor Laws in America's Cities"
703,Food Ag Labor,restaurant_labor,BLS,,Food Preparation and Serving Occupations 2024,2024,BLS,DATASET_DOC,none,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=BLS+Food+Preparation+and+Serving+Occupations+2024,https://archive.org/search?query=BLS+Food+Preparation+and+Serving+Occupations+2024,https://www.bls.gov/oes/,BLS Food Preparation and Serving Occupations 2024
704,Food Ag Labor,h2a_immigration,Clemens,Michael,The Effect of Foreign-Worker Restrictions on US Agricultural Employment,2018,American Economic Review,ARTICLE,produce,2010_2020,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Clemens+The+Effect+of+Foreign-Worker+Restrictions+on+US+Agricultural+Employment,https://archive.org/search?query=Clemens+The+Effect+of+Foreign-Worker+Restrictions+on+US+Agricultural+Employment,https://doi.org/10.1257/aer.20170765,Clemens The Effect of Foreign-Worker Restrictions on US Agricultural Employment
705,Food Ag Labor,slavery_plantation,Baptist,Edward E.,The Half Has Never Been Told: Slavery and the Making of American Capitalism,2014,Basic,BOOK,multi,pre1900,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Baptist+The+Half+Has+Never+Been+Told%3A+Slavery+and+the+Making+of+American+Capitalism,https://archive.org/search?query=Baptist+The+Half+Has+Never+Been+Told%3A+Slavery+and+the+Making+of+American+Capitalism,,Baptist The Half Has Never Been Told: Slavery and the Making of American Capitalism
706,Demand Diet,diet_transition,Popkin,Barry M.,"The World Is Fat: The Fads, Trends, Policies, and Products That Are Fattening the Human Race",2009,Avery,BOOK,multi,1980_2010,Global,FLAGSHIP,NEEDED,Flagship Cat 20,https://annas-archive.org/search?q=Popkin+The+World+Is+Fat%3A+The+Fads%2C+Trends%2C+Policies%2C+and+Products+That+Are+Fattening+the+Human+Race,https://archive.org/search?query=Popkin+The+World+Is+Fat%3A+The+Fads%2C+Trends%2C+Policies%2C+and+Products+That+Are+Fattening+the+Human+Race,,"Popkin The World Is Fat: The Fads, Trends, Policies, and Products That Are Fattening the Human Race"
707,Demand Diet,diet_transition,Popkin,Barry M.,Global Nutrition Transition and the Pandemic of Obesity in Developing Countries,2012,Nutrition Reviews,ARTICLE,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Popkin+Global+Nutrition+Transition+and+the+Pandemic+of+Obesity+in+Developing+Countries,https://archive.org/search?query=Popkin+Global+Nutrition+Transition+and+the+Pandemic+of+Obesity+in+Developing+Countries,,Popkin Global Nutrition Transition and the Pandemic of Obesity in Developing Countries
708,Demand Diet,engels_law,Houthakker,Hendrik S.,An International Comparison of Household Expenditure Patterns,1957,Econometrica,ARTICLE,none,1945_1980,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Houthakker+An+International+Comparison+of+Household+Expenditure+Patterns,https://archive.org/search?query=Houthakker+An+International+Comparison+of+Household+Expenditure+Patterns,,Houthakker An International Comparison of Household Expenditure Patterns
709,Demand Diet,engels_law,Banks,James,Quadratic Engel Curves and Consumer Demand,1997,Review of Economics and Statistics,ARTICLE,none,1980_2010,US_Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Banks+Quadratic+Engel+Curves+and+Consumer+Demand,https://archive.org/search?query=Banks+Quadratic+Engel+Curves+and+Consumer+Demand,,Banks Quadratic Engel Curves and Consumer Demand
710,Demand Diet,income_elasticity,Muhammad,Andrew,International Evidence on Food Consumption Patterns: An Update Using 2005 International Comparison Program Data,2011,USDA ERS TB-1929,REPORT,multi,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Muhammad+International+Evidence+on+Food+Consumption+Patterns%3A+An+Update+Using+2005+International+Comparison+Program+Data,https://archive.org/search?query=Muhammad+International+Evidence+on+Food+Consumption+Patterns%3A+An+Update+Using+2005+International+Comparison+Program+Data,https://www.ers.usda.gov/publications/pub-details/?pubid=47579,Muhammad International Evidence on Food Consumption Patterns: An Update Using 2005 International Comparison Program Data
711,Demand Diet,income_elasticity,Regmi,Anita,Changing Structure of Global Food Consumption and Trade,2001,USDA ERS WRS-01-1,REPORT,multi,1980_2010,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Regmi+Changing+Structure+of+Global+Food+Consumption+and+Trade,https://archive.org/search?query=Regmi+Changing+Structure+of+Global+Food+Consumption+and+Trade,,Regmi Changing Structure of Global Food Consumption and Trade
712,Demand Diet,meat_demand,Lusk,Jayson L.,The Political Polarization of Food-Related Preferences,2019,Applied Econ Perspectives & Policy,ARTICLE,meat,2010_2020,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Lusk+The+Political+Polarization+of+Food-Related+Preferences,https://archive.org/search?query=Lusk+The+Political+Polarization+of+Food-Related+Preferences,,Lusk The Political Polarization of Food-Related Preferences
713,Demand Diet,meat_demand,Delgado,Christopher L.,Livestock to 2020: The Next Food Revolution,1999,IFPRI,REPORT,meat,1980_2010,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Delgado+Livestock+to+2020%3A+The+Next+Food+Revolution,https://archive.org/search?query=Delgado+Livestock+to+2020%3A+The+Next+Food+Revolution,,Delgado Livestock to 2020: The Next Food Revolution
714,Demand Diet,obesity_econ,Philipson,Tomas J.,The Economics of Obesity,1999,NBER,WORKING_PAPER,none,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Philipson+The+Economics+of+Obesity,https://archive.org/search?query=Philipson+The+Economics+of+Obesity,,Philipson The Economics of Obesity
715,Demand Diet,obesity_econ,Finkelstein,Eric A.,Annual Medical Spending Attributable to Obesity,2009,Health Affairs,ARTICLE,none,1980_2010,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Finkelstein+Annual+Medical+Spending+Attributable+to+Obesity,https://archive.org/search?query=Finkelstein+Annual+Medical+Spending+Attributable+to+Obesity,,Finkelstein Annual Medical Spending Attributable to Obesity
716,Demand Diet,obesity_econ,Cutler,David M.,Why Have Americans Become More Obese?,2003,J Economic Perspectives,ARTICLE,none,1980_2010,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Cutler+Why+Have+Americans+Become+More+Obese%3F,https://archive.org/search?query=Cutler+Why+Have+Americans+Become+More+Obese%3F,https://doi.org/10.1257/089533003769204371,Cutler Why Have Americans Become More Obese?
717,Demand Diet,dietary_guidelines,Nestle,Marion,Food Politics: How the Food Industry Influences Nutrition and Health,2013,UC Press,BOOK,multi,1980_2010,US,CRITICAL,NEEDED,10th anniv ed,https://annas-archive.org/search?q=Nestle+Food+Politics%3A+How+the+Food+Industry+Influences+Nutrition+and+Health,https://archive.org/search?query=Nestle+Food+Politics%3A+How+the+Food+Industry+Influences+Nutrition+and+Health,,Nestle Food Politics: How the Food Industry Influences Nutrition and Health
718,Demand Diet,dietary_guidelines,Nestle,Marion,Unsavory Truth: How Food Companies Skew the Science of What We Eat,2018,Basic,BOOK,multi,2010_2020,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Nestle+Unsavory+Truth%3A+How+Food+Companies+Skew+the+Science+of+What+We+Eat,https://archive.org/search?query=Nestle+Unsavory+Truth%3A+How+Food+Companies+Skew+the+Science+of+What+We+Eat,,Nestle Unsavory Truth: How Food Companies Skew the Science of What We Eat
719,Demand Diet,dietary_guidelines,USDA/HHS,,Dietary Guidelines for Americans 2020-2025,2020,USDA/HHS,REPORT,multi,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA%2FHHS+Dietary+Guidelines+for+Americans+2020-2025,https://archive.org/search?query=USDA%2FHHS+Dietary+Guidelines+for+Americans+2020-2025,https://www.dietaryguidelines.gov/,USDA/HHS Dietary Guidelines for Americans 2020-2025
720,Demand Diet,glp1_demand,Morgan Stanley,,Obesity Drugs' Potential to Reshape Food Consumption,2023,Morgan Stanley Research,REPORT,multi,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Morgan+Stanley+Obesity+Drugs%27+Potential+to+Reshape+Food+Consumption,https://archive.org/search?query=Morgan+Stanley+Obesity+Drugs%27+Potential+to+Reshape+Food+Consumption,,Morgan Stanley Obesity Drugs' Potential to Reshape Food Consumption
721,Demand Diet,glp1_demand,Walmart,,GLP-1 Food-Purchasing Commentary 2023-2024,2024,CNBC / Company Disclosures,ARTICLE,multi,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Walmart+GLP-1+Food-Purchasing+Commentary+2023-2024,https://archive.org/search?query=Walmart+GLP-1+Food-Purchasing+Commentary+2023-2024,,Walmart GLP-1 Food-Purchasing Commentary 2023-2024
722,Demand Diet,sugar_consumption,Popkin,Barry M.,"Sweetening of the Global Diet, Particularly Beverages: Patterns, Trends, and Policy Responses",2016,Lancet Diabetes & Endocrinology,ARTICLE,sugar,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Popkin+Sweetening+of+the+Global+Diet%2C+Particularly+Beverages%3A+Patterns%2C+Trends%2C+and+Policy+Responses,https://archive.org/search?query=Popkin+Sweetening+of+the+Global+Diet%2C+Particularly+Beverages%3A+Patterns%2C+Trends%2C+and+Policy+Responses,,"Popkin Sweetening of the Global Diet, Particularly Beverages: Patterns, Trends, and Policy Responses"
723,Demand Diet,meat_demand,Godfray,H. Charles J.,"Meat Consumption, Health, and the Environment",2018,Science,ARTICLE,meat,2010_2020,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Godfray+Meat+Consumption%2C+Health%2C+and+the+Environment,https://archive.org/search?query=Godfray+Meat+Consumption%2C+Health%2C+and+the+Environment,https://doi.org/10.1126/science.aam5324,"Godfray Meat Consumption, Health, and the Environment"
724,Demand Diet,income_elasticity,USDA ERS,,International Food Consumption Patterns Dataset,2024,USDA ERS,DATASET_DOC,multi,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA+ERS+International+Food+Consumption+Patterns+Dataset,https://archive.org/search?query=USDA+ERS+International+Food+Consumption+Patterns+Dataset,https://www.ers.usda.gov/data-products/international-food-consumption-patterns/,USDA ERS International Food Consumption Patterns Dataset
725,Demand Diet,obesity_econ,Harris,Jeffrey E.,Obesity Rates and the Economics of Food Choice,2020,American J Health Economics,ARTICLE,none,2020_present,US,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Harris+Obesity+Rates+and+the+Economics+of+Food+Choice,https://archive.org/search?query=Harris+Obesity+Rates+and+the+Economics+of+Food+Choice,,Harris Obesity Rates and the Economics of Food Choice
726,Demand Diet,dietary_guidelines,Mozaffarian,Dariush,"Foods, Obesity, and Diabetes",2019,Lancet,ARTICLE,multi,2010_2020,Global,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Mozaffarian+Foods%2C+Obesity%2C+and+Diabetes,https://archive.org/search?query=Mozaffarian+Foods%2C+Obesity%2C+and+Diabetes,,"Mozaffarian Foods, Obesity, and Diabetes"
727,Demand Diet,meat_demand,Ritchie,Hannah,Meat and Dairy Production: Our World in Data,2024,Our World in Data,DATASET_DOC,meat,2020_present,Global,HIGH,NEEDED,,https://annas-archive.org/search?q=Ritchie+Meat+and+Dairy+Production%3A+Our+World+in+Data,https://archive.org/search?query=Ritchie+Meat+and+Dairy+Production%3A+Our+World+in+Data,https://ourworldindata.org/meat-production,Ritchie Meat and Dairy Production: Our World in Data
728,Demand Diet,diet_transition,Drewnowski,Adam,Obesity and the Food Environment,2004,American J Preventive Medicine,ARTICLE,multi,1980_2010,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Drewnowski+Obesity+and+the+Food+Environment,https://archive.org/search?query=Drewnowski+Obesity+and+the+Food+Environment,,Drewnowski Obesity and the Food Environment
729,Demand Diet,glp1_demand,Nestle,Nestle S.A.,GLP-1 Food Industry Impact Commentary,2024,Nestle Investor Day,REPORT,multi,2020_present,Global,LOW,NEEDED,,https://annas-archive.org/search?q=Nestle+GLP-1+Food+Industry+Impact+Commentary,https://archive.org/search?query=Nestle+GLP-1+Food+Industry+Impact+Commentary,,Nestle GLP-1 Food Industry Impact Commentary
730,Demand Diet,sugar_consumption,USDA ERS,,Sugar and Sweeteners Yearbook Tables 2024,2024,USDA ERS,DATASET_DOC,sugar,2020_present,US,HIGH,NEEDED,,https://annas-archive.org/search?q=USDA+ERS+Sugar+and+Sweeteners+Yearbook+Tables+2024,https://archive.org/search?query=USDA+ERS+Sugar+and+Sweeteners+Yearbook+Tables+2024,https://www.ers.usda.gov/data-products/sugar-and-sweeteners-yearbook-tables/,USDA ERS Sugar and Sweeteners Yearbook Tables 2024
731,Food Safety Regulation,regulatory_history,Young,James Harvey,Pure Food: Securing the Federal Food and Drugs Act of 1906,1989,Princeton UP,BOOK,multi,pre1900,US,FLAGSHIP,NEEDED,Flagship Cat 21,https://annas-archive.org/search?q=Young+Pure+Food%3A+Securing+the+Federal+Food+and+Drugs+Act+of+1906,https://archive.org/search?query=Young+Pure+Food%3A+Securing+the+Federal+Food+and+Drugs+Act+of+1906,,Young Pure Food: Securing the Federal Food and Drugs Act of 1906
732,Food Safety Regulation,regulatory_history,Hilts,Philip J.,"Protecting America's Health: The FDA, Business, and One Hundred Years of Regulation",2003,Knopf,BOOK,multi,spanning,US,HIGH,NEEDED,,https://annas-archive.org/search?q=Hilts+Protecting+America%27s+Health%3A+The+FDA%2C+Business%2C+and+One+Hundred+Years+of+Regulation,https://archive.org/search?query=Hilts+Protecting+America%27s+Health%3A+The+FDA%2C+Business%2C+and+One+Hundred+Years+of+Regulation,,"Hilts Protecting America's Health: The FDA, Business, and One Hundred Years of Regulation"
